G,Date,Opponent,Unnamed: 7,Tm,Opp,W,L,Streak,Team,Year,Is_Playoffs,Team_Pace,Team_eFG%,Team_TOV%,Team_ORB%,Team_FT/FGA,Team_ORtg,Opponent_Pace,Opponent_eFG%,Opponent_TOV%,Opponent_ORB%,Opponent_FT/FGA,Opponent_ORtg,Team_Player1_Starters,Team_Player2_Starters,Team_Player3_Starters,Team_Player4_Starters,Team_Player5_Starters,Team_Player6_Starters,Team_Player7_Starters,Team_Player8_Starters,Team_Player9_Starters,Team_Player10_Starters,Team_Player11_Starters,Team_Player12_Starters,Team_Player13_Starters,Team_Player14_Starters,Team_Player15_Starters,Opponent_Player1_Starters,Opponent_Player2_Starters,Opponent_Player3_Starters,Opponent_Player4_Starters,Opponent_Player5_Starters,Opponent_Player6_Starters,Opponent_Player7_Starters,Opponent_Player8_Starters,Opponent_Player9_Starters,Opponent_Player10_Starters,Opponent_Player11_Starters,Opponent_Player12_Starters,Opponent_Player13_Starters,Opponent_Player14_Starters,Opponent_Player15_Starters,Opponent_Player16_Starters,Team_Player16_Starters,Team_Player17_Starters,Opponent_Player17_Starters
42,20210322,MIL,L,113,140,19,23,L 1,IND,2021,False,107.5,.459,4.9,19.0,.099,105.2,107.5,.691,13.7,21.6,.106,130.3,Domantas Sabonis,Caris LeVert,Doug McDermott,Justin Holiday,Edmond Sumner,T.J. McConnell,Jeremy Lamb,Goga Bitadze,Aaron Holiday,Cassius Stanley,Kelan Martin,Jalen Lecque,Brian Bowen,JaKarr Sampson,Team Totals,Pat Connaughton,Khris Middleton,Jrue Holiday,Donte DiVincenzo,Brook Lopez,Bryn Forbes,Bobby Portis,Thanasis Antetokounmpo,P.J. Tucker,Sam Merrill,Jordan Nwora,Mamadi Diakite,Axel Toupane,Team Totals,,,,,
46,20210331,MIA,L,87,92,21,25,L 2,IND,2021,False,92.0,.465,14.2,24.4,.094,94.6,92.0,.474,11.7,17.8,.231,100.0,Domantas Sabonis,Caris LeVert,Malcolm Brogdon,Myles Turner,Justin Holiday,T.J. McConnell,Doug McDermott,Edmond Sumner,Aaron Holiday,Goga Bitadze,Brian Bowen,Kelan Martin,JaKarr Sampson,Cassius Stanley,Team Totals,Jimmy Butler,Bam Adebayo,Duncan Robinson,Trevor Ariza,Goran Dragić,Tyler Herro,Andre Iguodala,Gabe Vincent,Precious Achiuwa,Nemanja Bjelica,Kendrick Nunn,Victor Oladipo,Max Strus,Team Totals,,,,,
50,20210407,MIN,W,141,137,23,27,W 1,IND,2021,False,105.6,.667,11.4,19.4,.183,133.6,105.6,.582,10.7,31.7,.341,129.8,Caris LeVert,Justin Holiday,Goga Bitadze,Edmond Sumner,Doug McDermott,T.J. McConnell,Aaron Holiday,JaKarr Sampson,Jeremy Lamb,Kelan Martin,Oshae Brissett,Brian Bowen,Cassius Stanley,Team Totals,,Jaden McDaniels,Karl-Anthony Towns,Anthony Edwards,Ricky Rubio,Jake Layman,D'Angelo Russell,Jordan McLaughlin,Jarrett Culver,Naz Reid,Juancho Hernangómez,Ed Davis,Josh Okogie,Jarred Vanderbilt,Team Totals,,,,,
52,20210411,MEM,W,132,125,25,27,W 3,IND,2021,False,101.2,.591,10.1,36.6,.152,130.5,101.2,.487,4.6,38.7,.113,123.6,Malcolm Brogdon,Caris LeVert,Domantas Sabonis,Justin Holiday,Edmond Sumner,T.J. McConnell,Doug McDermott,Goga Bitadze,Aaron Holiday,Jeremy Lamb,Brian Bowen,Oshae Brissett,Kelan Martin,JaKarr Sampson,Cassius Stanley,Ja Morant,Jonas Valančiūnas,Dillon Brooks,Kyle Anderson,Grayson Allen,Desmond Bane,Brandon Clarke,Tyus Jones,Xavier Tillman Sr.,John Konchar,Sean McDermott,Killian Tillie,Team Totals,,,,Team Totals,,
53,20210413,LAC,L,115,126,25,28,L 1,IND,2021,False,105.4,.505,10.2,17.6,.188,109.1,105.4,.612,12.6,15.4,.191,119.5,Domantas Sabonis,Caris LeVert,Malcolm Brogdon,Justin Holiday,Edmond Sumner,T.J. McConnell,Aaron Holiday,Jeremy Lamb,Goga Bitadze,Doug McDermott,Kelan Martin,Cassius Stanley,Brian Bowen,Oshae Brissett,JaKarr Sampson,Paul George,Marcus Morris,Reggie Jackson,Ivica Zubac,Luke Kennard,Nicolas Batum,Terance Mann,Patrick Patterson,Rajon Rondo,Amir Coffey,Malik Fitts,Daniel Oturu,DeMarcus Cousins,Team Totals,,,Team Totals,,
70,20210513,MIL,L,133,142,33,37,L 1,IND,2021,False,108.3,.550,6.4,22.6,.109,122.8,108.3,.633,10.0,26.3,.245,131.1,T.J. McConnell,Justin Holiday,Oshae Brissett,Doug McDermott,Domantas Sabonis,Kelan Martin,Goga Bitadze,JaKarr Sampson,Cassius Stanley,Amida Brimah,Aaron Holiday,Caris LeVert,Team Totals,,,Giannis Antetokounmpo,Jrue Holiday,Khris Middleton,Donte DiVincenzo,Brook Lopez,P.J. Tucker,Pat Connaughton,Bobby Portis,Bryn Forbes,Jeff Teague,Thanasis Antetokounmpo,Mamadi Diakite,Justin Jackson,Sam Merrill,Jordan Nwora,Team Totals,,,
71,20210515,LAL,L,115,122,33,38,L 2,IND,2021,False,100.5,.567,11.8,19.0,.157,114.4,100.5,.541,11.3,27.5,.337,121.4,Caris LeVert,Justin Holiday,Goga Bitadze,Oshae Brissett,Doug McDermott,T.J. McConnell,Kelan Martin,JaKarr Sampson,Cassius Stanley,Amida Brimah,Aaron Holiday,Domantas Sabonis,Team Totals,,,Anthony Davis,Kentavious Caldwell-Pope,Andre Drummond,LeBron James,Dennis Schröder,Talen Horton-Tucker,Kyle Kuzma,Montrezl Harrell,Ben McLemore,Wesley Matthews,Devontae Cacok,Alex Caruso,Marc Gasol,Alfonzo McKinnie,Markieff Morris,Team Totals,,,
1,20201222,LAL,W,116,109,1,0,W 1,LAC,2021,False,103.5,.548,13.6,22.9,.151,112.1,103.5,.525,16.7,21.6,.296,105.3,Paul George,Kawhi Leonard,Nicolas Batum,Patrick Beverley,Serge Ibaka,Ivica Zubac,Lou Williams,Luke Kennard,Patrick Patterson,Reggie Jackson,Terance Mann,Amir Coffey,Mfiondu Kabengele,Daniel Oturu,Team Totals,Anthony Davis,LeBron James,Dennis Schröder,Kentavious Caldwell-Pope,Marc Gasol,Montrezl Harrell,Kyle Kuzma,Markieff Morris,Alex Caruso,Wesley Matthews,Talen Horton-Tucker,Quinn Cook,Jared Dudley,Alfonzo McKinnie,Team Totals,,,,
4,20201229,MIN,W,124,101,3,1,W 1,LAC,2021,False,99.1,.625,13.6,20.0,.159,125.1,99.1,.489,12.7,22.0,.157,101.9,Paul George,Luke Kennard,Nicolas Batum,Patrick Beverley,Serge Ibaka,Reggie Jackson,Terance Mann,Lou Williams,Ivica Zubac,Amir Coffey,Mfiondu Kabengele,Daniel Oturu,Kawhi Leonard,Patrick Patterson,Team Totals,D'Angelo Russell,Malik Beasley,Ricky Rubio,Jarrett Culver,Naz Reid,Anthony Edwards,Juancho Hernangómez,Jordan McLaughlin,Jarred Vanderbilt,Jake Layman,Ed Davis,Jaden McDaniels,Team Totals,,,,,,
19,20210128,MIA,W,109,105,14,5,W 1,LAC,2021,False,98.0,.511,11.9,26.0,.230,111.2,98.0,.517,12.7,16.0,.133,107.1,Reggie Jackson,Nicolas Batum,Luke Kennard,Terance Mann,Serge Ibaka,Lou Williams,Marcus Morris,Ivica Zubac,Amir Coffey,Mfiondu Kabengele,Daniel Oturu,Patrick Patterson,Team Totals,,,Bam Adebayo,Kendrick Nunn,Duncan Robinson,Tyler Herro,Kelly Olynyk,Gabe Vincent,KZ Okpala,Max Strus,Precious Achiuwa,Avery Bradley,Jimmy Butler,Goran Dragić,Maurice Harkless,Udonis Haslem,Andre Iguodala,Team Totals,,,
26,20210210,MIN,W,119,112,18,8,W 1,LAC,2021,False,98.5,.573,14.4,28.9,.305,120.8,98.5,.511,12.7,30.2,.158,113.7,Kawhi Leonard,Nicolas Batum,Reggie Jackson,Serge Ibaka,Patrick Beverley,Lou Williams,Marcus Morris,Terance Mann,Ivica Zubac,Luke Kennard,Mfiondu Kabengele,Patrick Patterson,Team Totals,,,Malik Beasley,Karl-Anthony Towns,Anthony Edwards,Ricky Rubio,Josh Okogie,Naz Reid,Jordan McLaughlin,Jaden McDaniels,Jaylen Nowell,Jarred Vanderbilt,Ed Davis,Juancho Hernangómez,Jake Layman,Team Totals,,,,,
29,20210215,MIA,W,125,118,21,8,W 4,LAC,2021,False,97.3,.641,11.3,18.9,.188,128.5,97.3,.549,7.4,22.0,.198,121.3,Terance Mann,Lou Williams,Marcus Morris,Reggie Jackson,Serge Ibaka,Amir Coffey,Luke Kennard,Ivica Zubac,Patrick Patterson,Mfiondu Kabengele,Kawhi Leonard,Daniel Oturu,Team Totals,,,Jimmy Butler,Bam Adebayo,Duncan Robinson,Kendrick Nunn,Kelly Olynyk,Tyler Herro,Andre Iguodala,Maurice Harkless,Precious Achiuwa,Max Strus,Avery Bradley,Goran Dragić,Udonis Haslem,KZ Okpala,Gabe Vincent,Team Totals,,,
34,20210225,MEM,L,94,122,23,11,L 1,LAC,2021,False,96.6,.476,13.3,16.3,.167,97.3,96.6,.603,6.6,17.5,.120,126.3,Kawhi Leonard,Paul George,Nicolas Batum,Serge Ibaka,Patrick Beverley,Marcus Morris,Reggie Jackson,Lou Williams,Ivica Zubac,Terance Mann,Luke Kennard,Mfiondu Kabengele,Team Totals,,,Ja Morant,Dillon Brooks,Jonas Valančiūnas,Kyle Anderson,Grayson Allen,Xavier Tillman Sr.,Brandon Clarke,Justise Winslow,Desmond Bane,Tyus Jones,De'Anthony Melton,Gorgui Dieng,John Konchar,Team Totals,,,,,
35,20210226,MEM,W,119,99,24,11,W 1,LAC,2021,False,101.1,.638,16.2,12.1,.213,117.7,101.1,.448,8.0,15.7,.124,97.9,Kawhi Leonard,Paul George,Serge Ibaka,Nicolas Batum,Patrick Beverley,Lou Williams,Marcus Morris,Ivica Zubac,Terance Mann,Reggie Jackson,Mfiondu Kabengele,Luke Kennard,Team Totals,,,Ja Morant,Jonas Valančiūnas,Kyle Anderson,Dillon Brooks,Grayson Allen,De'Anthony Melton,Desmond Bane,Brandon Clarke,Xavier Tillman Sr.,Tyus Jones,Gorgui Dieng,John Konchar,Team Totals,,,,,,
36,20210228,MIL,L,100,105,24,12,L 1,LAC,2021,False,95.7,.485,9.1,24.5,.062,104.4,95.7,.518,11.2,18.2,.200,109.7,Paul George,Kawhi Leonard,Nicolas Batum,Serge Ibaka,Patrick Beverley,Lou Williams,Marcus Morris,Ivica Zubac,Terance Mann,Reggie Jackson,Mfiondu Kabengele,Luke Kennard,Team Totals,,,Giannis Antetokounmpo,Khris Middleton,Brook Lopez,Donte DiVincenzo,D.J. Augustin,Pat Connaughton,Bobby Portis,Jrue Holiday,Bryn Forbes,Thanasis Antetokounmpo,Torrey Craig,Sam Merrill,D.J. Wilson,Team Totals,,,,,
48,20210329,MIL,W,129,105,32,16,W 6,LAC,2021,False,96.5,.637,12.3,32.5,.084,133.6,96.5,.537,11.7,13.2,.222,108.8,Marcus Morris,Kawhi Leonard,Luke Kennard,Ivica Zubac,Reggie Jackson,Terance Mann,Nicolas Batum,Amir Coffey,Patrick Patterson,Daniel Oturu,Patrick Beverley,Paul George,Team Totals,,,Khris Middleton,Jrue Holiday,Giannis Antetokounmpo,Donte DiVincenzo,Brook Lopez,Pat Connaughton,Thanasis Antetokounmpo,Bryn Forbes,Mamadi Diakite,Sam Merrill,Jordan Nwora,Axel Toupane,Team Totals,,,,,,
51,20210404,LAL,W,104,86,33,18,W 1,LAC,2021,False,96.8,.558,18.2,31.0,.093,107.5,96.8,.444,17.6,15.9,.188,88.9,Kawhi Leonard,Paul George,Ivica Zubac,Marcus Morris,Reggie Jackson,Terance Mann,Luke Kennard,Nicolas Batum,Patrick Patterson,Rajon Rondo,Amir Coffey,Daniel Oturu,Team Totals,,,Dennis Schröder,Kyle Kuzma,Kentavious Caldwell-Pope,Markieff Morris,Marc Gasol,Montrezl Harrell,Alex Caruso,Talen Horton-Tucker,Alfonzo McKinnie,Devontae Cacok,Kostas Antetokounmpo,Wesley Matthews,Team Totals,,,,,,
59,20210418,MIN,W,124,105,40,19,W 1,LAC,2021,False,100.6,.624,13.5,20.5,.146,123.2,100.6,.506,10.2,13.0,.182,104.3,Paul George,Marcus Morris,Kawhi Leonard,Ivica Zubac,Reggie Jackson,Terance Mann,Luke Kennard,Patrick Patterson,Rajon Rondo,DeMarcus Cousins,Amir Coffey,Daniel Oturu,Malik Fitts,Team Totals,,Anthony Edwards,Jaden McDaniels,Karl-Anthony Towns,Ricky Rubio,Josh Okogie,D'Angelo Russell,Jordan McLaughlin,Naz Reid,Juancho Hernangómez,Jarred Vanderbilt,Ed Davis,Jarrett Culver,Jake Layman,Team Totals,,,,,
61,20210421,MEM,W,117,105,42,19,W 3,LAC,2021,False,96.6,.536,11.5,24.4,.321,121.1,96.6,.530,12.1,25.0,.190,108.6,Luke Kennard,Terance Mann,Ivica Zubac,Marcus Morris,Amir Coffey,Nicolas Batum,Yogi Ferrell,DeMarcus Cousins,Patrick Patterson,Daniel Oturu,Reggie Jackson,Rajon Rondo,Team Totals,,,Ja Morant,Xavier Tillman Sr.,Grayson Allen,Kyle Anderson,Dillon Brooks,Desmond Bane,Brandon Clarke,Jaren Jackson Jr.,Justise Winslow,De'Anthony Melton,Tyus Jones,Jontay Porter,Killian Tillie,John Konchar,Sean McDermott,Team Totals,,,
67,20210506,LAL,W,118,94,45,22,W 2,LAC,2021,False,97.7,.617,19.9,28.1,.299,120.7,97.7,.437,9.9,22.0,.207,96.2,Paul George,Kawhi Leonard,Ivica Zubac,Marcus Morris,Reggie Jackson,Nicolas Batum,Rajon Rondo,Patrick Beverley,DeMarcus Cousins,Luke Kennard,Terance Mann,Yogi Ferrell,Daniel Oturu,Patrick Patterson,Team Totals,Kyle Kuzma,Kentavious Caldwell-Pope,Alex Caruso,Andre Drummond,Anthony Davis,Wesley Matthews,Ben McLemore,Markieff Morris,Montrezl Harrell,Alfonzo McKinnie,Marc Gasol,Devontae Cacok,Kostas Antetokounmpo,Team Totals,,,,,
3,20201227,MIN,W,127,91,2,1,W 2,LAL,2021,False,107.2,.628,14.8,13.9,.156,118.4,107.2,.398,14.2,29.3,.087,84.9,Kyle Kuzma,LeBron James,Dennis Schröder,Kentavious Caldwell-Pope,Marc Gasol,Talen Horton-Tucker,Montrezl Harrell,Wesley Matthews,Markieff Morris,Alex Caruso,Quinn Cook,Alfonzo McKinnie,Jared Dudley,Kostas Antetokounmpo,Team Totals,Naz Reid,Malik Beasley,D'Angelo Russell,Jake Layman,Josh Okogie,Jarrett Culver,Anthony Edwards,Ricky Rubio,Jordan McLaughlin,Jarred Vanderbilt,Juancho Hernangómez,Ed Davis,Jaden McDaniels,Team Totals,,,,,
7,20210103,MEM,W,108,94,5,2,W 3,LAL,2021,False,94.3,.528,9.3,25.0,.157,114.6,94.3,.458,11.7,27.5,.074,99.7,Anthony Davis,LeBron James,Dennis Schröder,Kyle Kuzma,Marc Gasol,Wesley Matthews,Talen Horton-Tucker,Montrezl Harrell,Markieff Morris,Alfonzo McKinnie,Quinn Cook,Jared Dudley,Team Totals,,,Kyle Anderson,Tyus Jones,Dillon Brooks,Brandon Clarke,Jonas Valančiūnas,Desmond Bane,Gorgui Dieng,Xavier Tillman Sr.,John Konchar,Grayson Allen,Sean McDermott,De'Anthony Melton,Team Totals,,,,,,
8,20210105,MEM,W,94,92,6,2,W 4,LAL,2021,False,98.3,.489,15.6,21.4,.103,95.6,98.3,.471,12.3,10.4,.115,93.6,Dennis Schröder,Anthony Davis,LeBron James,Kyle Kuzma,Marc Gasol,Wesley Matthews,Talen Horton-Tucker,Montrezl Harrell,Markieff Morris,Quinn Cook,Jared Dudley,Alfonzo McKinnie,Team Totals,,,Tyus Jones,Dillon Brooks,Kyle Anderson,Brandon Clarke,Jonas Valančiūnas,Desmond Bane,Gorgui Dieng,Xavier Tillman Sr.,De'Anthony Melton,Grayson Allen,Tim Frazier,John Konchar,Sean McDermott,Team Totals,,,,,
16,20210121,MIL,W,113,106,12,4,W 1,LAL,2021,False,99.1,.574,9.6,12.8,.136,114.0,99.1,.557,14.0,13.5,.103,107.0,LeBron James,Anthony Davis,Dennis Schröder,Kentavious Caldwell-Pope,Marc Gasol,Montrezl Harrell,Kyle Kuzma,Alex Caruso,Markieff Morris,Wesley Matthews,Quinn Cook,Talen Horton-Tucker,Alfonzo McKinnie,Team Totals,,Jrue Holiday,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,Donte DiVincenzo,Pat Connaughton,D.J. Augustin,Bobby Portis,Bryn Forbes,Thanasis Antetokounmpo,Torrey Craig,Sam Merrill,Jordan Nwora,D.J. Wilson,Team Totals,,,,
27,20210212,MEM,W,115,105,21,6,W 7,LAL,2021,False,99.8,.541,15.3,32.5,.271,115.2,99.8,.563,16.1,15.0,.188,105.2,Anthony Davis,LeBron James,Marc Gasol,Dennis Schröder,Kentavious Caldwell-Pope,Kyle Kuzma,Wesley Matthews,Alex Caruso,Montrezl Harrell,Talen Horton-Tucker,Alfonzo McKinnie,Quinn Cook,Jared Dudley,Markieff Morris,Team Totals,Ja Morant,Grayson Allen,Jonas Valančiūnas,Dillon Brooks,Kyle Anderson,Tyus Jones,Xavier Tillman Sr.,John Konchar,Gorgui Dieng,Desmond Bane,Brandon Clarke,De'Anthony Melton,Team Totals,,,,,,
29,20210216,MIN,W,112,104,22,7,W 1,LAL,2021,False,97.5,.617,17.3,18.2,.221,114.9,97.5,.505,13.2,25.6,.108,106.7,LeBron James,Dennis Schröder,Kentavious Caldwell-Pope,Marc Gasol,Kyle Kuzma,Wesley Matthews,Montrezl Harrell,Alex Caruso,Markieff Morris,Talen Horton-Tucker,Devontae Cacok,Quinn Cook,Jared Dudley,Alfonzo McKinnie,Team Totals,Malik Beasley,Anthony Edwards,Karl-Anthony Towns,Ricky Rubio,Jarred Vanderbilt,Jordan McLaughlin,Jaden McDaniels,Josh Okogie,Naz Reid,Jaylen Nowell,Ed Davis,Juancho Hernangómez,Jake Layman,Team Totals,,,,,
31,20210220,MIA,L,94,96,22,9,L 2,LAL,2021,False,97.8,.470,14.1,13.3,.179,96.1,97.8,.471,12.8,21.3,.188,98.2,LeBron James,Kentavious Caldwell-Pope,Kyle Kuzma,Wesley Matthews,Marc Gasol,Montrezl Harrell,Alex Caruso,Talen Horton-Tucker,Markieff Morris,Kostas Antetokounmpo,Devontae Cacok,Quinn Cook,Jared Dudley,Alfonzo McKinnie,Team Totals,Kendrick Nunn,Bam Adebayo,Jimmy Butler,Duncan Robinson,Kelly Olynyk,Andre Iguodala,Tyler Herro,Max Strus,Precious Achiuwa,Gabe Vincent,Avery Bradley,Goran Dragić,Maurice Harkless,Udonis Haslem,KZ Okpala,Team Totals,,,
40,20210316,MIN,W,137,121,27,13,W 3,LAL,2021,False,101.5,.649,12.4,27.8,.276,135.0,101.5,.583,10.7,19.5,.178,119.2,Dennis Schröder,LeBron James,Kentavious Caldwell-Pope,Markieff Morris,Damian Jones,Montrezl Harrell,Talen Horton-Tucker,Kyle Kuzma,Wesley Matthews,Alfonzo McKinnie,Devontae Cacok,Alex Caruso,Team Totals,,,Anthony Edwards,Karl-Anthony Towns,Ricky Rubio,Jarred Vanderbilt,Jake Layman,Jaylen Nowell,Jaden McDaniels,Josh Okogie,Juancho Hernangómez,Naz Reid,Ed Davis,D'Angelo Russell,Team Totals,,,,,,
48,20210331,MIL,L,97,112,30,18,L 1,LAL,2021,False,102.5,.460,18.5,23.9,.195,94.6,102.5,.620,20.2,19.4,.177,109.3,Kyle Kuzma,Dennis Schröder,Markieff Morris,Kentavious Caldwell-Pope,Andre Drummond,Alex Caruso,Montrezl Harrell,Wesley Matthews,Talen Horton-Tucker,Marc Gasol,Alfonzo McKinnie,Kostas Antetokounmpo,Devontae Cacok,Team Totals,,Khris Middleton,Giannis Antetokounmpo,Jrue Holiday,Donte DiVincenzo,Brook Lopez,Pat Connaughton,Bryn Forbes,Thanasis Antetokounmpo,Mamadi Diakite,Jordan Nwora,Sam Merrill,Axel Toupane,Team Totals,,,,,,
52,20210408,MIA,L,104,110,32,20,L 1,LAL,2021,False,98.9,.519,19.6,25.6,.278,105.2,98.9,.549,19.2,23.1,.451,111.2,Dennis Schröder,Kentavious Caldwell-Pope,Markieff Morris,Wesley Matthews,Andre Drummond,Alex Caruso,Montrezl Harrell,Ben McLemore,Alfonzo McKinnie,Kostas Antetokounmpo,Devontae Cacok,Marc Gasol,Talen Horton-Tucker,Team Totals,,Jimmy Butler,Bam Adebayo,Trevor Ariza,Duncan Robinson,Victor Oladipo,Tyler Herro,Goran Dragić,Andre Iguodala,Nemanja Bjelica,Precious Achiuwa,Dewayne Dedmon,Udonis Haslem,Kendrick Nunn,Max Strus,Gabe Vincent,Team Totals,,,
11,20210113,MIN,W,118,107,5,6,W 3,MEM,2021,False,99.8,.509,5.9,28.8,.094,118.3,99.8,.483,11.4,25.6,.222,107.2,Brandon Clarke,Jonas Valančiūnas,Dillon Brooks,Tyus Jones,Kyle Anderson,Grayson Allen,De'Anthony Melton,Xavier Tillman Sr.,Desmond Bane,Tim Frazier,Gorgui Dieng,John Konchar,Sean McDermott,Team Totals,,D'Angelo Russell,Karl-Anthony Towns,Malik Beasley,Juancho Hernangómez,Josh Okogie,Ricky Rubio,Anthony Edwards,Jarred Vanderbilt,Naz Reid,Jarrett Culver,Ed Davis,Jaden McDaniels,Jaylen Nowell,Team Totals,,,,,
32,20210304,MIL,L,111,112,16,16,L 1,MEM,2021,False,104.2,.436,9.7,30.4,.228,106.5,104.2,.495,13.3,25.0,.189,107.5,Ja Morant,Dillon Brooks,Jonas Valančiūnas,Kyle Anderson,Desmond Bane,Brandon Clarke,Justise Winslow,De'Anthony Melton,Xavier Tillman Sr.,Tyus Jones,Gorgui Dieng,John Konchar,Killian Tillie,Team Totals,,Khris Middleton,Giannis Antetokounmpo,Donte DiVincenzo,Brook Lopez,D.J. Augustin,Pat Connaughton,Jrue Holiday,Bobby Portis,Bryn Forbes,Thanasis Antetokounmpo,Torrey Craig,Sam Merrill,D.J. Wilson,Team Totals,,,,,
37,20210317,MIA,W,89,85,18,19,W 1,MEM,2021,False,96.6,.412,9.4,15.7,.224,92.1,96.6,.404,10.2,16.0,.146,88.0,Ja Morant,Kyle Anderson,Dillon Brooks,Grayson Allen,Jonas Valančiūnas,Brandon Clarke,De'Anthony Melton,Justise Winslow,Desmond Bane,Tyus Jones,Gorgui Dieng,John Konchar,Jontay Porter,Killian Tillie,Xavier Tillman Sr.,Jimmy Butler,Bam Adebayo,Duncan Robinson,Kendrick Nunn,Kelly Olynyk,Goran Dragić,Tyler Herro,KZ Okpala,Precious Achiuwa,Max Strus,Maurice Harkless,Udonis Haslem,Andre Iguodala,Chris Silva,Gabe Vincent,Team Totals,Team Totals,,
46,20210402,MIN,W,120,108,23,23,W 1,MEM,2021,False,100.0,.542,10.2,29.2,.179,120.0,100.0,.518,10.4,11.4,.235,108.0,Ja Morant,Dillon Brooks,Jonas Valančiūnas,Grayson Allen,Kyle Anderson,Brandon Clarke,De'Anthony Melton,Xavier Tillman Sr.,Tyus Jones,Desmond Bane,Sean McDermott,John Konchar,Jontay Porter,Killian Tillie,Team Totals,Karl-Anthony Towns,Jordan McLaughlin,Anthony Edwards,Malik Beasley,Jaden McDaniels,Naz Reid,Jaylen Nowell,Josh Okogie,Juancho Hernangómez,Jake Layman,Jarred Vanderbilt,Jarrett Culver,Ed Davis,Ricky Rubio,Team Totals,,,,
48,20210406,MIA,W,124,112,25,23,W 3,MEM,2021,False,96.1,.649,13.1,24.3,.179,129.0,96.1,.616,13.5,17.5,.134,116.5,Dillon Brooks,Kyle Anderson,Ja Morant,Jonas Valančiūnas,Grayson Allen,Desmond Bane,John Konchar,Xavier Tillman Sr.,Tyus Jones,Killian Tillie,Sean McDermott,Jontay Porter,Team Totals,,,Jimmy Butler,Bam Adebayo,Victor Oladipo,Trevor Ariza,Duncan Robinson,Tyler Herro,Goran Dragić,Andre Iguodala,Nemanja Bjelica,Precious Achiuwa,Max Strus,Gabe Vincent,Udonis Haslem,Kendrick Nunn,Team Totals,,,,
55,20210417,MIL,W,128,115,29,26,W 2,MEM,2021,False,101.9,.629,10.1,17.9,.118,125.6,101.9,.516,13.5,26.5,.231,112.9,Grayson Allen,Dillon Brooks,Kyle Anderson,Ja Morant,Jonas Valančiūnas,Desmond Bane,Xavier Tillman Sr.,Tyus Jones,John Konchar,Killian Tillie,Jontay Porter,Tim Frazier,Sean McDermott,Team Totals,,Jrue Holiday,Khris Middleton,Bryn Forbes,Giannis Antetokounmpo,Brook Lopez,Pat Connaughton,P.J. Tucker,Jeff Teague,Bobby Portis,Thanasis Antetokounmpo,Mamadi Diakite,Rodions Kurucs,Sam Merrill,Jordan Nwora,Team Totals,,,,
65,20210505,MIN,W,139,135,33,32,W 1,MEM,2021,False,106.2,.608,11.4,29.3,.216,130.9,106.2,.622,11.9,26.1,.191,127.2,Ja Morant,Kyle Anderson,Dillon Brooks,Jonas Valančiūnas,Grayson Allen,Desmond Bane,Xavier Tillman Sr.,De'Anthony Melton,Brandon Clarke,Tyus Jones,Tim Frazier,John Konchar,Jontay Porter,Killian Tillie,Justise Winslow,Anthony Edwards,D'Angelo Russell,Jaden McDaniels,Karl-Anthony Towns,Josh Okogie,Jarred Vanderbilt,Naz Reid,Juancho Hernangómez,Ricky Rubio,Ed Davis,Jake Layman,Jordan McLaughlin,Jaylen Nowell,Team Totals,,,Team Totals,,
3,20201229,MIL,L,97,144,1,2,L 1,MIA,2021,False,103.9,.538,20.2,7.9,.152,93.4,103.9,.712,14.7,27.0,.141,138.6,Tyler Herro,Bam Adebayo,Duncan Robinson,Maurice Harkless,Meyers Leonard,Kendrick Nunn,KZ Okpala,Kelly Olynyk,Avery Bradley,Precious Achiuwa,Max Strus,Goran Dragić,Chris Silva,Udonis Haslem,Andre Iguodala,Jrue Holiday,Khris Middleton,Giannis Antetokounmpo,Donte DiVincenzo,Brook Lopez,Bobby Portis,D.J. Augustin,Thanasis Antetokounmpo,Bryn Forbes,Pat Connaughton,Jordan Nwora,D.J. Wilson,Sam Merrill,Team Totals,,,Team Totals,,
4,20201230,MIL,W,119,108,2,2,W 1,MIA,2021,False,103.3,.579,18.8,24.4,.293,115.2,103.3,.471,10.8,27.6,.118,104.6,Tyler Herro,Bam Adebayo,Avery Bradley,Duncan Robinson,Andre Iguodala,Kelly Olynyk,Goran Dragić,Gabe Vincent,Precious Achiuwa,Kendrick Nunn,Maurice Harkless,Udonis Haslem,Meyers Leonard,KZ Okpala,Chris Silva,Giannis Antetokounmpo,Khris Middleton,Jrue Holiday,Donte DiVincenzo,Brook Lopez,Bobby Portis,Pat Connaughton,Bryn Forbes,D.J. Augustin,Thanasis Antetokounmpo,Sam Merrill,Jordan Nwora,D.J. Wilson,Team Totals,,,Team Totals,,
56,20210416,MIN,L,111,119,28,28,L 3,MIA,2021,False,99.5,.575,13.3,16.7,.238,111.5,99.5,.611,18.3,27.8,.247,119.5,Jimmy Butler,Trevor Ariza,Bam Adebayo,Duncan Robinson,Kendrick Nunn,Tyler Herro,Goran Dragić,Precious Achiuwa,Max Strus,Nemanja Bjelica,Gabe Vincent,Dewayne Dedmon,Udonis Haslem,Andre Iguodala,KZ Okpala,Ricky Rubio,Anthony Edwards,Karl-Anthony Towns,Josh Okogie,Jaden McDaniels,D'Angelo Russell,Juancho Hernangómez,Naz Reid,Jarred Vanderbilt,Jordan McLaughlin,Jake Layman,Jarrett Culver,Ed Davis,Team Totals,,,Team Totals,,
