,G,Date,Opponent,Resultado,Tm,Opp,W,L,Streak,Team,Year,Is_Playoffs,Team_Pace,Team_eFG%,Team_TOV%,Team_ORB%,Team_FT/FGA,Team_ORtg,Opponent_Pace,Opponent_eFG%,Opponent_TOV%,Opponent_ORB%,Opponent_FT/FGA,Opponent_ORtg,Starters_Team,Bench_Team,Starters_Opp,Bench_Opp
1749,32,20211225,GSW,L,107,116,26,6,-1,PHO,2022,False,91.2,0.548,12.6,23.1,0.193,117.3,91.2,0.576,10.5,30.0,0.212,127.2,"['Devin Booker', 'Mikal Bridges', 'Chris Paul', 'Jae Crowder', 'Deandre Ayton']","['Cameron Johnson', 'Cameron Payne', 'JaVale McGee', 'Landry Shamet', 'Chandler Hutchison', 'Elfrid Payton', 'Jalen Smith', 'Ish Wainright']","['Stephen Curry', 'Draymond Green', 'Gary Payton II', 'Otto Porter Jr.', 'Kevon Looney']","['Jonathan Kuminga', 'Nemanja Bjelica', 'Juan Toscano-Anderson', 'Quinndary Weatherspoon', 'Chris Chiozza', 'Jeff Dowtin']"
1750,33,20211227,MEM,L,113,114,26,7,-2,PHO,2022,False,97.5,0.517,9.9,22.2,0.222,115.8,97.5,0.574,16.6,37.5,0.148,116.9,"['Devin Booker', 'Cameron Johnson', 'Chris Paul', 'Mikal Bridges', 'JaVale McGee']","['Jalen Smith', 'Cameron Payne', 'Landry Shamet', 'Elfrid Payton', 'Chandler Hutchison', 'Emanuel Terry', 'Ish Wainright']","['Desmond Bane', 'John Konchar', 'Ja Morant', 'Steven Adams', 'Jaren Jackson Jr.']","['Kyle Anderson', 'Killian Tillie', 'Tyus Jones', 'Brandon Clarke', 'Xavier Tillman Sr.', 'Shaq Buchanan', 'Xavier Sneed', 'Tyrell Terry']"
1751,35,20211231,BOS,L,108,123,27,8,-1,PHO,2022,False,97.4,0.465,8.5,28.3,0.15,110.9,97.4,0.602,16.0,37.1,0.277,126.3,"['Devin Booker', 'Cameron Johnson', 'Chris Paul', 'Mikal Bridges', 'Jalen Smith']","['Landry Shamet', 'Cameron Payne', 'Ish Wainright', 'Emanuel Terry', 'Elfrid Payton', 'M.J. Walker', 'Paris Bass', 'Chandler Hutchison']","['Marcus Smart', 'Jaylen Brown', 'Robert Williams', 'Grant Williams', 'Al Horford']","['Josh Richardson', 'Romeo Langford', 'Payton Pritchard', 'Al-Farouq Aminu', 'Sam Hauser', 'Juancho Hernangómez', 'Joe Johnson', 'Jabari Parker', 'Norvel Pelle', 'Brodric Thomas']"
1752,36,20220102,CHO,W,133,99,28,8,1,PHO,2022,False,106.4,0.587,13.6,32.6,0.117,125.0,106.4,0.512,16.0,11.4,0.141,93.0,"['Cameron Johnson', 'Devin Booker', 'Chris Paul', 'Mikal Bridges', 'Jalen Smith']","['Landry Shamet', 'Cameron Payne', 'Bismack Biyombo', 'Elfrid Payton', 'Ish Wainright', 'M.J. Walker', 'Emanuel Terry', 'Paris Bass', 'Chandler Hutchison']","['Miles Bridges', 'Terry Rozier', 'LaMelo Ball', 'Gordon Hayward', 'Mason Plumlee']","['Ish Smith', 'Cody Martin', 'Kelly Oubre Jr.', 'Jalen McDaniels', 'Nick Richards', 'James Bouknight', 'JT Thor', 'Kai Jones', 'Arnoldas Kulboka']"
1753,38,20220106,LAC,W,106,89,30,8,3,PHO,2022,False,97.9,0.458,6.7,33.9,0.075,108.3,97.9,0.395,11.8,16.0,0.244,90.9,"['Mikal Bridges', 'Cameron Johnson', 'Chris Paul', 'Devin Booker', 'Jalen Smith']","['Cameron Payne', 'Elfrid Payton', 'Bismack Biyombo', 'Ish Wainright', 'Justin Jackson', 'Paris Bass']","['Eric Bledsoe', 'Marcus Morris', 'Terance Mann', 'Reggie Jackson', 'Serge Ibaka']","['Amir Coffey', 'Brandon Boston Jr.', 'Nicolas Batum', 'Justise Winslow', 'Jay Scrubb', 'Wenyen Gabriel', 'Keon Johnson', 'James Ennis III']"
1754,39,20220108,MIA,L,100,123,30,9,-1,PHO,2022,False,98.3,0.468,14.8,13.6,0.329,101.8,98.3,0.625,14.5,27.5,0.148,125.2,"['Devin Booker', 'Chris Paul', 'Deandre Ayton', 'Mikal Bridges', 'Jae Crowder']","['Cameron Johnson', 'Cameron Payne', 'Jalen Smith', 'Justin Jackson', 'JaVale McGee', 'Ish Wainright', 'Bismack Biyombo', 'Elfrid Payton']","['Kyle Lowry', 'Omer Yurtseven', 'Caleb Martin', 'P.J. Tucker', 'Max Strus']","['Tyler Herro', 'Duncan Robinson', 'Chris Silva', 'Kyle Guy', 'Haywood Highsmith', 'KZ Okpala']"
1755,40,20220111,TOR,W,99,95,31,9,1,PHO,2022,False,90.7,0.547,19.3,28.6,0.243,109.1,90.7,0.449,13.8,43.1,0.169,104.7,"['Mikal Bridges', 'Devin Booker', 'Jae Crowder', 'Chris Paul', 'Deandre Ayton']","['Jalen Smith', 'Cameron Payne', 'Landry Shamet', 'JaVale McGee', 'Bismack Biyombo', 'Cameron Johnson', 'Elfrid Payton']","['Fred VanVleet', 'OG Anunoby', 'Pascal Siakam', 'Khem Birch', 'Yuta Watanabe']","['Chris Boucher', 'Precious Achiuwa', 'Justin Champagnie', 'Svi Mykhailiuk', 'Dalano Banton', 'Isaac Bonga', 'Malachi Flynn', 'David Johnson']"
1756,41,20220114,IND,W,112,94,32,9,2,PHO,2022,False,97.4,0.517,13.3,26.7,0.239,114.9,97.4,0.46,11.1,18.8,0.148,96.5,"['Devin Booker', 'Chris Paul', 'Jae Crowder', 'Mikal Bridges', 'Deandre Ayton']","['Cameron Payne', 'Landry Shamet', 'Jalen Smith', 'JaVale McGee', 'Elfrid Payton', 'Ish Wainright', 'Bismack Biyombo', 'Cameron Johnson']","['Caris LeVert', 'Justin Holiday', 'Domantas Sabonis', 'Myles Turner', 'Keifer Sykes']","['Chris Duarte', 'Torrey Craig', 'Oshae Brissett', 'Lance Stephenson', 'Duane Washington Jr.', 'Goga Bitadze', 'Isaiah Jackson']"
1757,42,20220116,DET,W,135,108,33,9,3,PHO,2022,False,102.1,0.649,13.0,28.9,0.253,132.2,102.1,0.518,10.2,11.1,0.28,105.8,"['Mikal Bridges', 'Devin Booker', 'Chris Paul', 'Jae Crowder', 'Deandre Ayton']","['Cameron Payne', 'Landry Shamet', 'JaVale McGee', 'Ish Wainright', 'Jalen Smith', 'Bismack Biyombo', 'Elfrid Payton', 'Cameron Johnson']","['Saddiq Bey', 'Hamidou Diallo', 'Killian Hayes', 'Cade Cunningham', 'Isaiah Stewart']","['Cory Joseph', 'Cassius Stanley', 'Trey Lyles', 'Saben Lee', 'Josh Jackson', 'Luka Garza', 'Kelly Olynyk']"
1758,43,20220117,SAS,W,121,107,34,9,4,PHO,2022,False,96.3,0.563,4.6,26.1,0.147,125.7,96.3,0.495,10.6,28.3,0.174,111.1,"['Devin Booker', 'Mikal Bridges', 'Chris Paul', 'Jae Crowder', 'JaVale McGee']","['Bismack Biyombo', 'Cameron Payne', 'Cameron Johnson', 'Landry Shamet', 'Elfrid Payton', 'Jalen Smith', 'Ish Wainright', 'Deandre Ayton']","['Keldon Johnson', 'Dejounte Murray', 'Derrick White', 'Jakob Poeltl', 'Doug McDermott']","['Devin Vassell', 'Keita Bates-Diop', 'Lonnie Walker IV', 'Jock Landale', 'Drew Eubanks', 'Joe Wieskamp', 'Bryn Forbes', 'Thaddeus Young']"
1759,44,20220120,DAL,W,109,101,35,9,5,PHO,2022,False,99.0,0.5,6.7,11.1,0.267,110.1,99.0,0.5,16.8,22.2,0.188,102.0,"['Devin Booker', 'Mikal Bridges', 'Chris Paul', 'Jae Crowder', 'JaVale McGee']","['Bismack Biyombo', 'Cameron Johnson', 'Cameron Payne', 'Landry Shamet', 'Jalen Smith', 'Ish Wainright']","['Luka Dončić', 'Jalen Brunson', 'Kristaps Porziņģis', 'Dorian Finney-Smith', 'Maxi Kleber']","['Tim Hardaway Jr.', 'Reggie Bullock', 'Dwight Powell', 'Josh Green', 'Frank Ntilikina', 'Moses Brown', 'Trey Burke', 'Marquese Chriss', 'Boban Marjanović', 'Theo Pinson']"
1760,45,20220122,IND,W,113,103,36,9,6,PHO,2022,False,98.6,0.526,9.7,30.4,0.125,114.6,98.6,0.5,15.8,24.5,0.226,104.5,"['Chris Paul', 'Devin Booker', 'Mikal Bridges', 'Jae Crowder', 'JaVale McGee']","['Bismack Biyombo', 'Cameron Johnson', 'Landry Shamet', 'Cameron Payne', 'Elfrid Payton', 'Deandre Ayton', 'Jalen Smith', 'Ish Wainright']","['Goga Bitadze', 'Chris Duarte', 'Torrey Craig', 'Justin Holiday', 'Keifer Sykes']","['Jeremy Lamb', 'Oshae Brissett', 'Lance Stephenson', 'Duane Washington Jr.', 'Isaiah Jackson', 'Terry Taylor']"
1761,46,20220124,UTA,W,115,109,37,9,7,PHO,2022,False,97.3,0.54,11.7,36.7,0.081,118.1,97.3,0.58,13.4,17.5,0.185,112.0,"['Chris Paul', 'Cameron Johnson', 'Devin Booker', 'Mikal Bridges', 'JaVale McGee']","['Bismack Biyombo', 'Landry Shamet', 'Elfrid Payton', 'Ish Wainright', 'Deandre Ayton', 'Jae Crowder', 'Jalen Smith']","['Danuel House Jr.', 'Trent Forrest', 'Rudy Gay', 'Jordan Clarkson', 'Hassan Whiteside']","['Eric Paschall', 'Jared Butler', 'Elijah Hughes', 'Udoka Azubuike', 'Joe Ingles', ""Royce O'Neale""]"
1762,47,20220126,UTA,W,105,97,38,9,8,PHO,2022,False,93.5,0.53,8.7,22.5,0.22,112.3,93.5,0.506,15.2,18.6,0.215,103.8,"['Mikal Bridges', 'Devin Booker', 'Chris Paul', 'Cameron Johnson', 'Bismack Biyombo']","['Jalen Smith', 'Landry Shamet', 'Ish Wainright', 'Elfrid Payton', 'Jae Crowder', 'Cameron Payne']","['Hassan Whiteside', 'Bojan Bogdanović', 'Mike Conley', ""Royce O'Neale"", 'Joe Ingles']","['Jordan Clarkson', 'Rudy Gay', 'Trent Forrest', 'Eric Paschall', 'Danuel House Jr.', 'Udoka Azubuike', 'Jared Butler', 'Elijah Hughes']"
1763,48,20220128,MIN,W,134,124,39,9,9,PHO,2022,False,99.6,0.631,10.7,25.0,0.333,134.5,99.6,0.567,6.4,17.0,0.244,124.5,"['Mikal Bridges', 'Devin Booker', 'Cameron Johnson', 'Chris Paul', 'Bismack Biyombo']","['Landry Shamet', 'Jalen Smith', 'Elfrid Payton', 'Ish Wainright', 'Jae Crowder', 'Cameron Payne']","['Anthony Edwards', 'Karl-Anthony Towns', 'Jaden McDaniels', 'Jarred Vanderbilt', 'Jaylen Nowell']","['Malik Beasley', 'Taurean Prince', 'Naz Reid', 'Jordan McLaughlin', 'Josh Okogie', 'Nathan Knight', 'Jake Layman']"
1764,49,20220130,SAS,W,115,110,40,9,10,PHO,2022,False,98.3,0.552,7.3,25.6,0.082,117.0,98.3,0.515,9.6,23.9,0.07,112.0,"['Mikal Bridges', 'Chris Paul', 'Devin Booker', 'Cameron Johnson', 'Bismack Biyombo']","['Ish Wainright', 'Landry Shamet', 'JaVale McGee', 'Elfrid Payton', 'Deandre Ayton', 'Jae Crowder', 'Jalen Smith']","['Keldon Johnson', 'Tre Jones', 'Devin Vassell', 'Doug McDermott', 'Drew Eubanks']","['Joshua Primo', 'Lonnie Walker IV', 'Jock Landale', 'Juancho Hernangómez', 'Joe Wieskamp', 'Thaddeus Young']"
1765,50,20220201,BRK,W,121,111,41,9,11,PHO,2022,False,95.5,0.625,15.1,20.6,0.342,126.7,95.5,0.593,11.7,16.7,0.185,116.2,"['Devin Booker', 'Mikal Bridges', 'Chris Paul', 'Deandre Ayton', 'Jae Crowder']","['Cameron Johnson', 'JaVale McGee', 'Elfrid Payton', 'Ish Wainright', 'Bismack Biyombo', 'Justin Jackson', 'Jalen Smith']","['James Harden', 'Kyrie Irving', 'Patty Mills', 'Kessler Edwards', 'Nic Claxton']","['Blake Griffin', ""DeAndre' Bembry"", 'Cam Thomas', 'James Johnson', 'Bruce Brown', 'Jevon Carter', ""Day'Ron Sharpe""]"
1766,51,20220203,ATL,L,115,124,41,10,-1,PHO,2022,False,100.4,0.574,10.3,14.6,0.159,114.5,100.4,0.643,13.8,15.4,0.19,123.5,"['Mikal Bridges', 'Chris Paul', 'Devin Booker', 'Jae Crowder', 'Deandre Ayton']","['Cameron Johnson', 'JaVale McGee', 'Elfrid Payton', 'Ish Wainright', 'Jalen Smith', 'Bismack Biyombo', 'Justin Jackson']","['Kevin Huerter', 'Trae Young', 'John Collins', 'Clint Capela', ""De'Andre Hunter""]","['Bogdan Bogdanović', 'Danilo Gallinari', 'Delon Wright', 'Onyeka Okongwu', 'Gorgui Dieng', 'Kevin Knox', 'Timothé Luwawu-Cabarrot', 'Skylar Mays']"
1767,52,20220205,WAS,W,95,80,42,10,1,PHO,2022,False,91.9,0.444,8.7,37.0,0.071,103.4,91.9,0.382,8.8,15.4,0.176,87.1,"['Chris Paul', 'Devin Booker', 'Mikal Bridges', 'Jae Crowder', 'Deandre Ayton']","['Jalen Smith', 'Elfrid Payton', 'Cameron Johnson', 'JaVale McGee', 'Ish Wainright', 'Bismack Biyombo', 'Justin Jackson']","['Kentavious Caldwell-Pope', 'Kyle Kuzma', 'Spencer Dinwiddie', 'Aaron Holiday', 'Thomas Bryant']","['Rui Hachimura', 'Montrezl Harrell', 'Raul Neto', 'Deni Avdija', 'Corey Kispert', 'Daniel Gafford', 'Dāvis Bertāns', 'Anthony Gill']"
