G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Year
38,Fri Jan 7 2022,10:00p,,Box Score,@,Los Angeles Lakers,L,,118,134,17,21,L 1,18997.0,2:20,,ATL,2022
39,Sun Jan 9 2022,3:30p,,Box Score,@,Los Angeles Clippers,L,,93,106,17,22,L 2,14836.0,1:59,,ATL,2022
40,Wed Jan 12 2022,7:30p,,Box Score,,Miami Heat,L,,91,115,17,23,L 3,15355.0,2:07,,ATL,2022
41,Fri Jan 14 2022,8:00p,,Box Score,@,Miami Heat,L,,118,124,17,24,L 4,19600.0,2:26,,ATL,2022
42,Sat Jan 15 2022,7:30p,,Box Score,,New York Knicks,L,,108,117,17,25,L 5,16414.0,2:12,,ATL,2022
43,Mon Jan 17 2022,6:00p,,Box Score,,Milwaukee Bucks,W,,121,114,18,25,W 1,16903.0,2:31,,ATL,2022
44,Wed Jan 19 2022,7:30p,,Box Score,,Minnesota Timberwolves,W,,134,122,19,25,W 2,15199.0,2:27,,ATL,2022
45,Fri Jan 21 2022,7:30p,,Box Score,,Miami Heat,W,,110,108,20,25,W 3,16385.0,2:17,,ATL,2022
46,Sun Jan 23 2022,7:00p,,Box Score,@,Charlotte Hornets,W,,113,91,21,25,W 4,15822.0,2:16,,ATL,2022
47,Wed Jan 26 2022,7:30p,,Box Score,,Sacramento Kings,W,,121,104,22,25,W 5,15080.0,2:03,,ATL,2022
48,Fri Jan 28 2022,7:30p,,Box Score,,Boston Celtics,W,,108,92,23,25,W 6,16932.0,2:13,,ATL,2022
49,Sun Jan 30 2022,1:00p,,Box Score,,Los Angeles Lakers,W,,129,121,24,25,W 7,17391.0,2:13,,ATL,2022
50,Mon Jan 31 2022,7:30p,,Box Score,,Toronto Raptors,L,,100,106,24,26,L 1,14168.0,2:04,,ATL,2022
51,Thu Feb 3 2022,7:30p,,Box Score,,Phoenix Suns,W,,124,115,25,26,W 1,16958.0,2:16,,ATL,2022
52,Fri Feb 4 2022,7:30p,,Box Score,@,Toronto Raptors,L,,114,125,25,27,L 1,,2:01,,ATL,2022
53,Sun Feb 6 2022,6:00p,,Box Score,@,Dallas Mavericks,L,,94,103,25,28,L 2,19887.0,2:14,,ATL,2022
54,Tue Feb 8 2022,7:30p,,Box Score,,Indiana Pacers,W,,133,112,26,28,W 1,14265.0,2:07,,ATL,2022
55,Fri Feb 11 2022,7:30p,,Box Score,,San Antonio Spurs,L,,121,136,26,29,L 1,17234.0,2:09,,ATL,2022
56,Sun Feb 13 2022,2:00p,,Box Score,@,Boston Celtics,L,,95,105,26,30,L 2,19156.0,2:15,,ATL,2022
57,Tue Feb 15 2022,7:30p,,Box Score,,Cleveland Cavaliers,W,,124,116,27,30,W 1,15947.0,2:12,,ATL,2022
58,Wed Feb 16 2022,7:00p,,Box Score,@,Orlando Magic,W,,130,109,28,30,W 2,14398.0,2:01,,ATL,2022
59,Thu Feb 24 2022,8:00p,,Box Score,@,Chicago Bulls,L,,108,112,28,31,L 1,21236.0,2:22,,ATL,2022
60,Sat Feb 26 2022,7:30p,,Box Score,,Toronto Raptors,W,,127,100,29,31,W 1,17870.0,2:09,,ATL,2022
61,Tue Mar 1 2022,7:30p,,Box Score,@,Boston Celtics,L,,98,107,29,32,L 1,19156.0,2:19,,ATL,2022
62,Thu Mar 3 2022,7:00p,,Box Score,,Chicago Bulls,W,,130,124,30,32,W 1,17522.0,2:09,,ATL,2022
63,Fri Mar 4 2022,7:00p,,Box Score,@,Washington Wizards,W,,117,114,31,32,W 2,15927.0,2:18,,ATL,2022
64,Mon Mar 7 2022,7:00p,,Box Score,@,Detroit Pistons,L,OT,110,113,31,33,L 1,14942.0,2:39,,ATL,2022
65,Wed Mar 9 2022,8:00p,,Box Score,@,Milwaukee Bucks,L,,115,124,31,34,L 2,17341.0,2:06,,ATL,2022
66,Fri Mar 11 2022,7:30p,,Box Score,,Los Angeles Clippers,W,,112,106,32,34,W 1,16862.0,2:10,,ATL,2022
67,Sun Mar 13 2022,7:00p,,Box Score,,Indiana Pacers,W,,131,128,33,34,W 2,17038.0,2:17,,ATL,2022
68,Mon Mar 14 2022,7:30p,,Box Score,,Portland Trail Blazers,W,,122,113,34,34,W 3,16432.0,2:23,,ATL,2022
69,Wed Mar 16 2022,7:00p,,Box Score,@,Charlotte Hornets,L,,106,116,34,35,L 1,16648.0,2:06,,ATL,2022
70,Fri Mar 18 2022,7:30p,,Box Score,,Memphis Grizzlies,W,,120,105,35,35,W 1,18062.0,2:14,,ATL,2022
71,Sun Mar 20 2022,6:00p,,Box Score,,New Orleans Pelicans,L,,112,117,35,36,L 1,17123.0,2:09,,ATL,2022
72,Tue Mar 22 2022,7:30p,,Box Score,@,New York Knicks,W,,117,111,36,36,W 1,19812.0,2:20,,ATL,2022
73,Wed Mar 23 2022,7:00p,,Box Score,@,Detroit Pistons,L,,101,122,36,37,L 1,16212.0,2:02,,ATL,2022
74,Fri Mar 25 2022,7:30p,,Box Score,,Golden State Warriors,W,,121,110,37,37,W 1,17724.0,2:08,,ATL,2022
75,Mon Mar 28 2022,7:00p,,Box Score,@,Indiana Pacers,W,,132,123,38,37,W 2,14212.0,2:16,,ATL,2022
76,Wed Mar 30 2022,8:00p,,Box Score,@,Oklahoma City Thunder,W,,136,118,39,37,W 3,15595.0,2:02,,ATL,2022
77,Thu Mar 31 2022,7:30p,,Box Score,,Cleveland Cavaliers,W,,131,107,40,37,W 4,17491.0,2:10,,ATL,2022
78,Sat Apr 2 2022,7:30p,,Box Score,,Brooklyn Nets,W,,122,115,41,37,W 5,18126.0,2:27,,ATL,2022
79,Tue Apr 5 2022,7:30p,,Box Score,@,Toronto Raptors,L,,108,118,41,38,L 1,19800.0,2:06,,ATL,2022
80,Wed Apr 6 2022,8:00p,,Box Score,,Washington Wizards,W,,118,103,42,38,W 1,17381.0,2:01,,ATL,2022
81,Fri Apr 8 2022,8:00p,,Box Score,@,Miami Heat,L,,109,113,42,39,L 1,19993.0,2:11,,ATL,2022
82,Sun Apr 10 2022,3:30p,,Box Score,@,Houston Rockets,W,,130,114,43,39,W 1,18055.0,2:11,,ATL,2022
83,Wed Apr 13 2022,7:00p,,Box Score,,Charlotte Hornets,W,,132,103,44,39,W 2,18137.0,2:20,Play-In Game,ATL,2022
84,Fri Apr 15 2022,7:30p,,Box Score,@,Cleveland Cavaliers,W,,107,101,45,39,W 3,19432.0,2:29,Play-In Game,ATL,2022
1,Wed Oct 25 2023,7:00p,,Box Score,@,New York Knicks,W,,108,104,1,0,W 1,19812.0,2:39,,BOS,2024
2,Fri Oct 27 2023,7:30p,,Box Score,,Miami Heat,W,,119,111,2,0,W 2,19156.0,2:20,,BOS,2024
3,Mon Oct 30 2023,7:00p,,Box Score,@,Washington Wizards,W,,126,107,3,0,W 3,17898.0,2:06,,BOS,2024
4,Wed Nov 1 2023,7:30p,,Box Score,,Indiana Pacers,W,,155,104,4,0,W 4,19156.0,2:03,,BOS,2024
5,Sat Nov 4 2023,8:00p,,Box Score,@,Brooklyn Nets,W,,124,114,5,0,W 5,17983.0,2:10,,BOS,2024
6,Mon Nov 6 2023,8:00p,,Box Score,@,Minnesota Timberwolves,L,OT,109,114,5,1,L 1,18024.0,2:40,,BOS,2024
7,Wed Nov 8 2023,7:00p,,Box Score,@,Philadelphia 76ers,L,,103,106,5,2,L 2,19953.0,2:11,,BOS,2024
8,Fri Nov 10 2023,7:30p,,Box Score,,Brooklyn Nets,W,,121,107,6,2,W 1,19156.0,2:11,In-Season Tournament,BOS,2024
9,Sat Nov 11 2023,7:00p,,Box Score,,Toronto Raptors,W,,117,94,7,2,W 2,19156.0,2:04,,BOS,2024
10,Mon Nov 13 2023,7:30p,,Box Score,,New York Knicks,W,,114,98,8,2,W 3,19156.0,2:11,,BOS,2024
11,Wed Nov 15 2023,7:30p,,Box Score,@,Philadelphia 76ers,W,,117,107,9,2,W 4,19773.0,2:10,,BOS,2024
12,Fri Nov 17 2023,7:30p,,Box Score,@,Toronto Raptors,W,,108,105,10,2,W 5,19800.0,2:02,In-Season Tournament,BOS,2024
13,Sun Nov 19 2023,8:00p,,Box Score,@,Memphis Grizzlies,W,,102,100,11,2,W 6,17798.0,2:08,,BOS,2024
14,Mon Nov 20 2023,7:00p,,Box Score,@,Charlotte Hornets,L,OT,118,121,11,3,L 1,19134.0,2:19,,BOS,2024
15,Wed Nov 22 2023,7:30p,,Box Score,,Milwaukee Bucks,W,,119,116,12,3,W 1,19156.0,2:13,,BOS,2024
16,Fri Nov 24 2023,2:30p,,Box Score,@,Orlando Magic,L,,96,113,12,4,L 1,18846.0,2:17,In-Season Tournament,BOS,2024
17,Sun Nov 26 2023,6:00p,,Box Score,,Atlanta Hawks,W,,113,103,13,4,W 1,19156.0,2:08,,BOS,2024
18,Tue Nov 28 2023,7:30p,,Box Score,,Chicago Bulls,W,,124,97,14,4,W 2,19156.0,2:01,In-Season Tournament,BOS,2024
19,Fri Dec 1 2023,7:30p,,Box Score,,Philadelphia 76ers,W,,125,119,15,4,W 3,19156.0,2:25,,BOS,2024
20,Mon Dec 4 2023,7:30p,,Box Score,@,Indiana Pacers,L,,112,122,15,5,L 1,16693.0,2:14,In-Season Tournament,BOS,2024
21,Fri Dec 8 2023,7:30p,,Box Score,,New York Knicks,W,,133,123,16,5,W 1,19156.0,2:16,,BOS,2024
22,Tue Dec 12 2023,7:30p,,Box Score,,Cleveland Cavaliers,W,,120,113,17,5,W 2,19156.0,2:02,,BOS,2024
23,Thu Dec 14 2023,7:30p,,Box Score,,Cleveland Cavaliers,W,,116,107,18,5,W 3,19156.0,2:07,,BOS,2024
24,Fri Dec 15 2023,7:30p,,Box Score,,Orlando Magic,W,,128,111,19,5,W 4,19156.0,2:06,,BOS,2024
25,Sun Dec 17 2023,3:00p,,Box Score,,Orlando Magic,W,,114,97,20,5,W 5,19156.0,2:10,,BOS,2024
26,Tue Dec 19 2023,10:00p,,Box Score,@,Golden State Warriors,L,OT,126,132,20,6,L 1,18064.0,2:25,,BOS,2024
27,Wed Dec 20 2023,10:00p,,Box Score,@,Sacramento Kings,W,,144,119,21,6,W 1,17874.0,2:11,,BOS,2024
28,Sat Dec 23 2023,3:30p,,Box Score,@,Los Angeles Clippers,W,,145,108,22,6,W 2,19370.0,2:09,,BOS,2024
29,Mon Dec 25 2023,5:00p,,Box Score,@,Los Angeles Lakers,W,,126,115,23,6,W 3,18997.0,2:17,,BOS,2024
30,Thu Dec 28 2023,7:30p,,Box Score,,Detroit Pistons,W,OT,128,122,24,6,W 4,19156.0,2:31,,BOS,2024
31,Fri Dec 29 2023,7:30p,,Box Score,,Toronto Raptors,W,,120,118,25,6,W 5,19156.0,2:14,,BOS,2024
32,Sun Dec 31 2023,7:00p,,Box Score,@,San Antonio Spurs,W,,134,101,26,6,W 6,18886.0,1:57,,BOS,2024
33,Tue Jan 2 2024,8:00p,,Box Score,@,Oklahoma City Thunder,L,,123,127,26,7,L 1,18203.0,2:16,,BOS,2024
34,Fri Jan 5 2024,7:00p,,Box Score,,Utah Jazz,W,,126,97,27,7,W 1,19156.0,2:10,,BOS,2024
35,Sat Jan 6 2024,7:00p,,Box Score,@,Indiana Pacers,W,,118,101,28,7,W 2,17274.0,2:11,,BOS,2024
36,Mon Jan 8 2024,7:00p,,Box Score,@,Indiana Pacers,L,,131,133,28,8,L 1,16009.0,2:24,,BOS,2024
37,Wed Jan 10 2024,7:00p,,Box Score,,Minnesota Timberwolves,W,OT,127,120,29,8,W 1,19156.0,2:37,,BOS,2024
38,Thu Jan 11 2024,7:30p,,Box Score,@,Milwaukee Bucks,L,,102,135,29,9,L 1,17781.0,2:12,,BOS,2024
39,Sat Jan 13 2024,7:00p,,Box Score,,Houston Rockets,W,,145,113,30,9,W 1,19156.0,2:06,,BOS,2024
40,Mon Jan 15 2024,7:30p,,Box Score,@,Toronto Raptors,W,,105,96,31,9,W 2,19278.0,2:06,,BOS,2024
41,Wed Jan 17 2024,7:30p,,Box Score,,San Antonio Spurs,W,,117,98,32,9,W 3,19156.0,2:00,,BOS,2024
42,Fri Jan 19 2024,7:30p,,Box Score,,Denver Nuggets,L,,100,102,32,10,L 1,19156.0,2:12,,BOS,2024
43,Sun Jan 21 2024,7:00p,,Box Score,@,Houston Rockets,W,,116,107,33,10,W 1,18055.0,2:09,,BOS,2024
44,Mon Jan 22 2024,8:30p,,Box Score,@,Dallas Mavericks,W,,119,110,34,10,W 2,20277.0,2:07,,BOS,2024
45,Thu Jan 25 2024,7:30p,,Box Score,@,Miami Heat,W,,143,110,35,10,W 3,20074.0,2:02,,BOS,2024
46,Sat Jan 27 2024,7:00p,,Box Score,,Los Angeles Clippers,L,,96,115,35,11,L 1,19156.0,2:03,,BOS,2024
47,Mon Jan 29 2024,7:30p,,Box Score,,New Orleans Pelicans,W,,118,112,36,11,W 1,19156.0,2:08,,BOS,2024
48,Tue Jan 30 2024,7:30p,,Box Score,,Indiana Pacers,W,,129,124,37,11,W 2,19156.0,2:25,,BOS,2024
49,Thu Feb 1 2024,7:30p,,Box Score,,Los Angeles Lakers,L,,105,114,37,12,L 1,19156.0,2:13,,BOS,2024
50,Sun Feb 4 2024,6:00p,,Box Score,,Memphis Grizzlies,W,,131,91,38,12,W 1,19156.0,1:57,,BOS,2024
51,Wed Feb 7 2024,7:30p,,Box Score,,Atlanta Hawks,W,,125,117,39,12,W 2,19156.0,1:58,,BOS,2024
52,Fri Feb 9 2024,7:30p,,Box Score,,Washington Wizards,W,,133,129,40,12,W 3,19156.0,2:14,,BOS,2024
53,Sun Feb 11 2024,2:00p,,Box Score,@,Miami Heat,W,,110,106,41,12,W 4,20049.0,2:21,,BOS,2024
54,Tue Feb 13 2024,7:30p,,Box Score,@,Brooklyn Nets,W,,118,110,42,12,W 5,18053.0,2:14,,BOS,2024
55,Wed Feb 14 2024,7:30p,,Box Score,,Brooklyn Nets,W,,136,86,43,12,W 6,19156.0,1:54,,BOS,2024
56,Thu Feb 22 2024,8:00p,,Box Score,@,Chicago Bulls,W,,129,112,44,12,W 7,20313.0,2:03,,BOS,2024
57,Sat Feb 24 2024,8:30p,,Box Score,@,New York Knicks,W,,116,102,45,12,W 8,19812.0,2:07,,BOS,2024
58,Tue Feb 27 2024,7:30p,,Box Score,,Philadelphia 76ers,W,,117,99,46,12,W 9,19156.0,2:16,,BOS,2024
59,Fri Mar 1 2024,7:30p,,Box Score,,Dallas Mavericks,W,,138,110,47,12,W 10,19156.0,2:08,,BOS,2024
60,Sun Mar 3 2024,3:30p,,Box Score,,Golden State Warriors,W,,140,88,48,12,W 11,19156.0,2:07,,BOS,2024
61,Tue Mar 5 2024,7:30p,,Box Score,@,Cleveland Cavaliers,L,,104,105,48,13,L 1,19432.0,2:11,,BOS,2024
62,Thu Mar 7 2024,10:00p,,Box Score,@,Denver Nuggets,L,,109,115,48,14,L 2,19855.0,2:24,,BOS,2024
63,Sat Mar 9 2024,8:30p,,Box Score,@,Phoenix Suns,W,,117,107,49,14,W 1,17071.0,2:12,,BOS,2024
64,Mon Mar 11 2024,10:30p,,Box Score,@,Portland Trail Blazers,W,,121,99,50,14,W 2,18480.0,1:53,,BOS,2024
65,Tue Mar 12 2024,9:00p,,Box Score,@,Utah Jazz,W,,123,107,51,14,W 3,18206.0,2:00,,BOS,2024
66,Thu Mar 14 2024,7:30p,,Box Score,,Phoenix Suns,W,,127,112,52,14,W 4,19156.0,2:02,,BOS,2024
67,Sun Mar 17 2024,6:00p,,Box Score,@,Washington Wizards,W,,130,104,53,14,W 5,20333.0,2:12,,BOS,2024
68,Mon Mar 18 2024,7:30p,,Box Score,,Detroit Pistons,W,,119,94,54,14,W 6,19156.0,1:53,,BOS,2024
69,Wed Mar 20 2024,7:30p,,Box Score,,Milwaukee Bucks,W,,122,119,55,14,W 7,19156.0,2:24,,BOS,2024
70,Fri Mar 22 2024,7:00p,,Box Score,@,Detroit Pistons,W,,129,102,56,14,W 8,19994.0,1:59,,BOS,2024
71,Sat Mar 23 2024,8:00p,,Box Score,@,Chicago Bulls,W,,124,113,57,14,W 9,21198.0,2:00,,BOS,2024
72,Mon Mar 25 2024,7:30p,,Box Score,@,Atlanta Hawks,L,,118,120,57,15,L 1,17405.0,2:11,,BOS,2024
73,Thu Mar 28 2024,7:30p,,Box Score,@,Atlanta Hawks,L,OT,122,123,57,16,L 2,17743.0,2:24,,BOS,2024
74,Sat Mar 30 2024,5:00p,,Box Score,@,New Orleans Pelicans,W,,104,92,58,16,W 1,17932.0,2:01,,BOS,2024
75,Mon Apr 1 2024,7:00p,,Box Score,@,Charlotte Hornets,W,,118,104,59,16,W 2,19238.0,1:54,,BOS,2024
76,Wed Apr 3 2024,7:30p,,Box Score,,Oklahoma City Thunder,W,,135,100,60,16,W 3,19156.0,2:14,,BOS,2024
77,Fri Apr 5 2024,7:30p,,Box Score,,Sacramento Kings,W,,101,100,61,16,W 4,19156.0,2:03,,BOS,2024
78,Sun Apr 7 2024,6:00p,,Box Score,,Portland Trail Blazers,W,,124,107,62,16,W 5,19156.0,1:51,,BOS,2024
79,Tue Apr 9 2024,7:30p,,Box Score,@,Milwaukee Bucks,L,,91,104,62,17,L 1,17493.0,1:57,,BOS,2024
80,Thu Apr 11 2024,7:30p,,Box Score,,New York Knicks,L,,109,118,62,18,L 2,19156.0,2:04,,BOS,2024
81,Fri Apr 12 2024,7:30p,,Box Score,,Charlotte Hornets,W,,131,98,63,18,W 1,19156.0,1:56,,BOS,2024
82,Sun Apr 14 2024,1:00p,,Box Score,,Washington Wizards,W,,132,122,64,18,W 2,19156.0,2:01,,BOS,2024
1,Tue Oct 18 2022,7:30p,,Box Score,,Philadelphia 76ers,W,,126,117,1,0,W 1,19156.0,2:31,,BOS,2023
2,Fri Oct 21 2022,7:30p,,Box Score,@,Miami Heat,W,,111,104,2,0,W 2,19600.0,2:10,,BOS,2023
3,Sat Oct 22 2022,7:00p,,Box Score,@,Orlando Magic,W,,126,120,3,0,W 3,19299.0,2:24,,BOS,2023
4,Mon Oct 24 2022,8:00p,,Box Score,@,Chicago Bulls,L,,102,120,3,1,L 1,17673.0,2:08,,BOS,2023
5,Fri Oct 28 2022,7:30p,,Box Score,,Cleveland Cavaliers,L,OT,123,132,3,2,L 2,19156.0,2:42,,BOS,2023
6,Sun Oct 30 2022,6:00p,,Box Score,,Washington Wizards,W,,112,94,4,2,W 1,19156.0,2:00,,BOS,2023
7,Wed Nov 2 2022,7:30p,,Box Score,@,Cleveland Cavaliers,L,OT,113,114,4,3,L 1,19432.0,2:35,,BOS,2023
8,Fri Nov 4 2022,7:30p,,Box Score,,Chicago Bulls,W,,123,119,5,3,W 1,19156.0,2:31,,BOS,2023
9,Sat Nov 5 2022,7:30p,,Box Score,@,New York Knicks,W,,133,118,6,3,W 2,19812.0,2:04,,BOS,2023
10,Mon Nov 7 2022,9:00p,,Box Score,@,Memphis Grizzlies,W,,109,106,7,3,W 3,17371.0,2:08,,BOS,2023
11,Wed Nov 9 2022,7:30p,,Box Score,,Detroit Pistons,W,,128,112,8,3,W 4,19156.0,2:12,,BOS,2023
12,Fri Nov 11 2022,7:00p,,Box Score,,Denver Nuggets,W,,131,112,9,3,W 5,19156.0,2:11,,BOS,2023
13,Sat Nov 12 2022,7:00p,,Box Score,@,Detroit Pistons,W,,117,108,10,3,W 6,20190.0,2:10,,BOS,2023
14,Mon Nov 14 2022,7:30p,,Box Score,,Oklahoma City Thunder,W,,126,122,11,3,W 7,19156.0,2:15,,BOS,2023
15,Wed Nov 16 2022,7:30p,,Box Score,@,Atlanta Hawks,W,,126,101,12,3,W 8,18165.0,2:03,,BOS,2023
16,Fri Nov 18 2022,8:30p,,Box Score,@,New Orleans Pelicans,W,,117,109,13,3,W 9,17828.0,2:01,,BOS,2023
17,Mon Nov 21 2022,8:00p,,Box Score,@,Chicago Bulls,L,,107,121,13,4,L 1,20786.0,2:05,,BOS,2023
18,Wed Nov 23 2022,7:30p,,Box Score,,Dallas Mavericks,W,,125,112,14,4,W 1,19156.0,2:10,,BOS,2023
19,Fri Nov 25 2022,8:00p,,Box Score,,Sacramento Kings,W,,122,104,15,4,W 2,19156.0,2:09,,BOS,2023
20,Sun Nov 27 2022,6:00p,,Box Score,,Washington Wizards,W,,130,121,16,4,W 3,19156.0,2:08,,BOS,2023
21,Mon Nov 28 2022,7:30p,,Box Score,,Charlotte Hornets,W,,140,105,17,4,W 4,19156.0,1:56,,BOS,2023
22,Wed Nov 30 2022,7:30p,,Box Score,,Miami Heat,W,,134,121,18,4,W 5,19156.0,2:01,,BOS,2023
23,Fri Dec 2 2022,7:30p,,Box Score,,Miami Heat,L,OT,116,120,18,5,L 1,19156.0,2:33,,BOS,2023
24,Sun Dec 4 2022,6:00p,,Box Score,@,Brooklyn Nets,W,,103,92,19,5,W 1,18043.0,2:07,,BOS,2023
25,Mon Dec 5 2022,7:30p,,Box Score,@,Toronto Raptors,W,,116,110,20,5,W 2,19800.0,2:11,,BOS,2023
26,Wed Dec 7 2022,10:00p,,Box Score,@,Phoenix Suns,W,,125,98,21,5,W 3,17071.0,2:02,,BOS,2023
27,Sat Dec 10 2022,8:30p,,Box Score,@,Golden State Warriors,L,,107,123,21,6,L 1,18064.0,2:14,,BOS,2023
28,Mon Dec 12 2022,10:30p,,Box Score,@,Los Angeles Clippers,L,,93,113,21,7,L 2,19068.0,2:16,,BOS,2023
29,Tue Dec 13 2022,10:00p,,Box Score,@,Los Angeles Lakers,W,OT,122,118,22,7,W 1,18661.0,2:29,,BOS,2023
30,Fri Dec 16 2022,7:30p,,Box Score,,Orlando Magic,L,,109,117,22,8,L 1,19156.0,2:26,,BOS,2023
31,Sun Dec 18 2022,3:00p,,Box Score,,Orlando Magic,L,,92,95,22,9,L 2,19156.0,2:09,,BOS,2023
32,Wed Dec 21 2022,7:30p,,Box Score,,Indiana Pacers,L,,112,117,22,10,L 3,19156.0,2:10,,BOS,2023
33,Fri Dec 23 2022,7:30p,,Box Score,,Minnesota Timberwolves,W,,121,109,23,10,W 1,19156.0,2:07,,BOS,2023
34,Sun Dec 25 2022,5:00p,,Box Score,,Milwaukee Bucks,W,,139,118,24,10,W 2,19156.0,2:25,,BOS,2023
35,Tue Dec 27 2022,7:30p,,Box Score,,Houston Rockets,W,,126,102,25,10,W 3,19156.0,2:01,,BOS,2023
36,Thu Dec 29 2022,7:30p,,Box Score,,Los Angeles Clippers,W,,116,110,26,10,W 4,19156.0,2:11,,BOS,2023
37,Sun Jan 1 2023,8:00p,,Box Score,@,Denver Nuggets,L,,111,123,26,11,L 1,19641.0,2:40,,BOS,2023
38,Tue Jan 3 2023,8:00p,,Box Score,@,Oklahoma City Thunder,L,,117,150,26,12,L 2,16778.0,2:09,,BOS,2023
39,Thu Jan 5 2023,7:30p,,Box Score,@,Dallas Mavericks,W,,124,95,27,12,W 1,20413.0,2:18,,BOS,2023
40,Sat Jan 7 2023,6:00p,,Box Score,@,San Antonio Spurs,W,,121,116,28,12,W 2,18354.0,2:08,,BOS,2023
41,Mon Jan 9 2023,7:30p,,Box Score,,Chicago Bulls,W,,107,99,29,12,W 3,19156.0,2:02,,BOS,2023
42,Wed Jan 11 2023,7:30p,,Box Score,,New Orleans Pelicans,W,,125,114,30,12,W 4,19156.0,2:00,,BOS,2023
43,Thu Jan 12 2023,7:30p,,Box Score,@,Brooklyn Nets,W,,109,98,31,12,W 5,18125.0,2:13,,BOS,2023
44,Sat Jan 14 2023,7:00p,,Box Score,@,Charlotte Hornets,W,,122,106,32,12,W 6,19608.0,1:58,,BOS,2023
45,Mon Jan 16 2023,1:00p,,Box Score,@,Charlotte Hornets,W,,130,118,33,12,W 7,19227.0,2:06,,BOS,2023
46,Thu Jan 19 2023,7:30p,,Box Score,,Golden State Warriors,W,OT,121,118,34,12,W 8,19156.0,2:39,,BOS,2023
47,Sat Jan 21 2023,5:00p,,Box Score,@,Toronto Raptors,W,,106,104,35,12,W 9,19800.0,2:04,,BOS,2023
48,Mon Jan 23 2023,7:00p,,Box Score,@,Orlando Magic,L,,98,113,35,13,L 1,19196.0,2:02,,BOS,2023
49,Tue Jan 24 2023,7:30p,,Box Score,@,Miami Heat,L,,95,98,35,14,L 2,19705.0,2:21,,BOS,2023
50,Thu Jan 26 2023,7:30p,,Box Score,,New York Knicks,L,OT,117,120,35,15,L 3,19156.0,2:25,,BOS,2023
51,Sat Jan 28 2023,8:30p,,Box Score,,Los Angeles Lakers,W,OT,125,121,36,15,W 1,19156.0,2:47,,BOS,2023
52,Wed Feb 1 2023,7:30p,,Box Score,,Brooklyn Nets,W,,139,96,37,15,W 2,19156.0,1:58,,BOS,2023
53,Fri Feb 3 2023,7:30p,,Box Score,,Phoenix Suns,L,,94,106,37,16,L 1,19156.0,2:09,,BOS,2023
54,Mon Feb 6 2023,7:00p,,Box Score,@,Detroit Pistons,W,,111,99,38,16,W 1,17933.0,2:03,,BOS,2023
55,Wed Feb 8 2023,7:30p,,Box Score,,Philadelphia 76ers,W,,106,99,39,16,W 2,19156.0,2:13,,BOS,2023
56,Fri Feb 10 2023,7:30p,,Box Score,,Charlotte Hornets,W,,127,116,40,16,W 3,19156.0,2:12,,BOS,2023
57,Sun Feb 12 2023,2:00p,,Box Score,,Memphis Grizzlies,W,,119,109,41,16,W 4,19156.0,2:15,,BOS,2023
58,Tue Feb 14 2023,7:30p,,Box Score,@,Milwaukee Bucks,L,OT,125,131,41,17,L 1,17623.0,2:45,,BOS,2023
59,Wed Feb 15 2023,7:30p,,Box Score,,Detroit Pistons,W,,127,109,42,17,W 1,19156.0,2:00,,BOS,2023
60,Thu Feb 23 2023,7:00p,,Box Score,@,Indiana Pacers,W,OT,142,138,43,17,W 2,16125.0,2:27,,BOS,2023
61,Sat Feb 25 2023,8:30p,,Box Score,@,Philadelphia 76ers,W,,110,107,44,17,W 3,20993.0,2:21,,BOS,2023
62,Mon Feb 27 2023,7:30p,,Box Score,@,New York Knicks,L,,94,109,44,18,L 1,19812.0,2:21,,BOS,2023
63,Wed Mar 1 2023,7:30p,,Box Score,,Cleveland Cavaliers,W,,117,113,45,18,W 1,19156.0,2:17,,BOS,2023
64,Fri Mar 3 2023,7:30p,,Box Score,,Brooklyn Nets,L,,105,115,45,19,L 1,19156.0,2:20,,BOS,2023
65,Sun Mar 5 2023,7:30p,,Box Score,,New York Knicks,L,2OT,129,131,45,20,L 2,19156.0,2:56,,BOS,2023
66,Mon Mar 6 2023,7:00p,,Box Score,@,Cleveland Cavaliers,L,OT,114,118,45,21,L 3,19432.0,2:36,,BOS,2023
67,Wed Mar 8 2023,7:30p,,Box Score,,Portland Trail Blazers,W,,115,93,46,21,W 1,19156.0,2:02,,BOS,2023
68,Sat Mar 11 2023,7:30p,,Box Score,@,Atlanta Hawks,W,,134,125,47,21,W 2,17884.0,2:12,,BOS,2023
69,Mon Mar 13 2023,8:00p,,Box Score,@,Houston Rockets,L,,109,111,47,22,L 1,18055.0,2:19,,BOS,2023
70,Wed Mar 15 2023,8:00p,,Box Score,@,Minnesota Timberwolves,W,,104,102,48,22,W 1,17136.0,2:20,,BOS,2023
71,Fri Mar 17 2023,10:00p,,Box Score,@,Portland Trail Blazers,W,,126,112,49,22,W 2,19393.0,2:15,,BOS,2023
72,Sat Mar 18 2023,9:00p,,Box Score,@,Utah Jazz,L,,117,118,49,23,L 1,18206.0,2:11,,BOS,2023
73,Tue Mar 21 2023,10:00p,,Box Score,@,Sacramento Kings,W,,132,109,50,23,W 1,18111.0,2:04,,BOS,2023
74,Fri Mar 24 2023,7:00p,,Box Score,,Indiana Pacers,W,,120,95,51,23,W 2,19156.0,2:05,,BOS,2023
